Склад,Штабель,Марка,Максимальная температура,Пикет,Дата акта,Смена
4,39,A1,93.7,4026-4048,2020-07-26,219.0
4,23,A1,105.1,4049-4063,2020-07-26,219.0
4,46,A1,37.5,4063-4066,2020-07-26,219.0
4,12,A1,32.3,4094-4106,2020-07-26,219.0
4,24,A1,32.5,4107-4120,2020-07-26,219.0
6,45,A1,31.7,6016-6023,2020-07-26,219.0
6,1,A1,35.8,6023-6035,2020-07-26,219.0
6,51,A1,28.8,6036-6044,2020-07-26,219.0
6,5,A1,28.7,6057-6062,2020-07-26,219.0
6,1,A1,82.6,6063-6082,2020-07-26,219.0
6,4,A1,230.1,6086-6106,2020-07-26,219.0
3,56,A1,32.3,3011-3020,2020-07-26,921.0
3,41,A1,41.9,3021-3043,2020-07-26,921.0
3,43,A1,37.0,3044-3072,2020-07-26,921.0
3,53,A1,32.6,3086-3092,2020-07-26,921.0
3,13,A1,39.4,3099-3109,2020-07-26,921.0
4,39,A1,206.0,4026-4048,2020-07-26,921.0
4,23,A1,94.5,4049-4063,2020-07-26,921.0
4,46,A1,42.1,4063-4066,2020-07-26,921.0
4,12,A1,34.9,4094-4106,2020-07-26,921.0
4,24,A1,40.5,4107-4120,2020-07-26,921.0
6,45,A1,38.4,6016-6023,2020-07-26,921.0
6,1,A1,37.1,6023-6035,2020-07-26,921.0
6,51,A1,32.6,6036-6044,2020-07-26,921.0
6,5,A1,36.5,6057-6062,2020-07-26,921.0
6,1,A1,272.0,6063-6082,2020-07-26,921.0
6,4,A1,67.5,6086-6106,2020-07-26,921.0
3,56,A1,32.9,3011-3020,2020-07-27,219.0
3,41,A1,31.7,3021-3043,2020-07-27,219.0
3,43,A1,33.0,3044-3072,2020-07-27,219.0
3,53,A1,30.9,3086-3092,2020-07-27,219.0
3,13,A1,28.9,3099-3109,2020-07-27,219.0
4,39,A1,148.0,4026-4048,2020-07-27,219.0
4,23,A1,30.9,4049-4063,2020-07-27,219.0
4,46,A1,25.9,4063-4066,2020-07-27,219.0
4,12,A1,23.1,4094-4106,2020-07-27,219.0
6,45,A1,22.8,6016-6023,2020-07-27,219.0
6,1,A1,31.7,6023-6035,2020-07-27,219.0
6,51,A1,25.5,6036-6044,2020-07-27,219.0
6,5,A1,29.1,6057-6062,2020-07-27,219.0
6,1,A1,69.5,6063-6082,2020-07-27,219.0
6,4,A1,60.4,6086-6106,2020-07-27,219.0
3,56,A1,36.3,3011-3021,2020-07-27,921.0
3,41,A1,34.9,3022-3043,2020-07-27,921.0
3,43,A1,33.8,3044-3075,2020-07-27,921.0
3,13,A1,32.0,3098-3112,2020-07-27,921.0
4,39,A1,53.1,4027-4048,2020-07-27,921.0
4,23,A1,50.3,4049-4063,2020-07-27,921.0
4,46,A1,34.9,4064-4078,2020-07-27,921.0
4,12,A1,34.1,4092-4108,2020-07-27,921.0
6,45,A1,40.3,6016-6022,2020-07-27,921.0
6,1,A1,58.3,6023-6035,2020-07-27,921.0
6,51,A1,33.4,6036-6064,2020-07-27,921.0
6,5,A1,35.7,6056-6061,2020-07-27,921.0
6,1,A1,267.0,6062-6081,2020-07-27,921.0
6,4,A1,262.0,6082-6091,2020-07-27,921.0
3,56,A1,45.0,3011-3021,2020-07-28,219.0
3,41,A1,36.2,3022-3043,2020-07-28,219.0
3,43,A1,33.8,3044-3075,2020-07-28,219.0
3,62,A1,34.1,3077-3081,2020-07-28,219.0
3,13,A1,34.2,3098-3112,2020-07-28,219.0
4,39,A1,203.0,4027-4048,2020-07-28,219.0
4,23,A1,42.2,4049-4063,2020-07-28,219.0
4,46,A1,31.6,4064-4078,2020-07-28,219.0
4,12,A1,34.3,4092-4108,2020-07-28,219.0
6,45,A1,34.8,6016-6022,2020-07-28,219.0
6,1,A1,35.5,6023-6035,2020-07-28,219.0
6,51,A1,27.8,6036-6064,2020-07-28,219.0
6,5,A1,33.1,6056-6061,2020-07-28,219.0
6,1,A1,57.1,6062-6081,2020-07-28,219.0
6,4,A1,290.0,6082-6091 _,2020-07-28,219.0
3,41,A1,48.2,3022-3043,2020-07-28,921.0
3,43,A1,35.9,3044-3075,2020-07-28,921.0
3,62,A1,37.9,3077-3081,2020-07-28,921.0
3,13,A1,36.3,3098-3112,2020-07-28,921.0
4,39,A1,283.0,4027-4048,2020-07-28,921.0
4,23,A1,48.5,4049-4063,2020-07-28,921.0
4,46,A1,36.6,4064-4078,2020-07-28,921.0
4,12,A1,37.4,4092-4108,2020-07-28,921.0
6,45,A1,33.8,6016-6022,2020-07-28,921.0
6,1,A1,42.9,6023-6035,2020-07-28,921.0
6,51,A1,34.8,6036-6064,2020-07-28,921.0
6,5,A1,37.3,6056-6061,2020-07-28,921.0
6,1,A1,220.0,6062-6081,2020-07-28,921.0
6,4,A1,260.0,6082-6091,2020-07-28,921.0
3,41,A1,32.9,3022-3043,2020-07-29,219.0
3,43,A1,28.2,3044-3075,2020-07-29,219.0
3,62,A1,28.9,3077-3081,2020-07-29,219.0
3,13,A1,29.4,3098-3112,2020-07-29,219.0
4,39,A1,272.0,4027-4048,2020-07-29,219.0
4,23,A1,34.2,4049-4063,2020-07-29,219.0
4,46,A1,34.3,4064-4078,2020-07-29,219.0
4,12,A1,31.3,4092-4108,2020-07-29,219.0
6,45,A1,32.1,6016-6022,2020-07-29,219.0
6,1,A1,34.0,6023-6035,2020-07-29,219.0
6,51,A1,30.4,6036-6064,2020-07-29,219.0
6,5,A1,31.0,6056-6061,2020-07-29,219.0
6,1,A1,292.0,6062-6081,2020-07-29,219.0
6,4,A1,39.5,6082-6091,2020-07-29,219.0
3,41,A1,36.0,3022-3043,2020-07-29,921.0
3,43,A1,39.3,3044-3075,2020-07-29,921.0
3,13,A1,40.5,3098-3112,2020-07-29,921.0
4,50,A1,39.8,4014-4021,2020-07-29,921.0
4,39,A1,44.0,4027-4048,2020-07-29,921.0
4,23,A1,38.9,4049-4063,2020-07-29,921.0
4,46,A1,38.5,4064-4078,2020-07-29,921.0
4,12,A1,36.7,4092-4108,2020-07-29,921.0
6,45,A1,40.0,6016-6022,2020-07-29,921.0
6,1,A1,44.2,6023-6035,2020-07-29,921.0
6,51,A1,36.3,6036-6064,2020-07-29,921.0
6,5,A1,38.5,6056-6061,2020-07-29,921.0
6,1,A1,83.6,6062-6081,2020-07-29,921.0
6,4,A1,146.4,6082-6091,2020-07-29,921.0
3,41,A1,37.4,3022-3043,2020-07-31,219.0
3,43,A1,38.6,3044-3075,2020-07-31,219.0
3,13,A1,37.9,3098-3112,2020-07-31,219.0
4,50,A1,40.7,4014-4021,2020-07-31,219.0
4,39,A1,44.7,4027-4048,2020-07-31,219.0
4,23,A1,35.6,4049-4063,2020-07-31,219.0
4,46,A1,38.1,4064-4078,2020-07-31,219.0
4,12,A1,33.8,4092-4108,2020-07-31,219.0
6,45,A1,35.4,6016-6022,2020-07-31,219.0
6,1,A1,43.4,6023-6035,2020-07-31,219.0
6,51,A1,33.3,6036-6064,2020-07-31,219.0
6,5,A1,32.2,6056-6061,2020-07-31,219.0
6,1,A1,43.2,6062-6081,2020-07-31,219.0
6,4,A1,45.2,6082-6091,2020-07-31,219.0
3,41,A1,36.7,3022-3043,2020-07-30,921.0
3,43,A1,34.3,3044-3075,2020-07-30,921.0
3,13,A1,34.8,3098-3112,2020-07-30,921.0
4,50,A1,36.0,4014-4021,2020-07-30,921.0
4,39,A1,45.3,4027-4048,2020-07-30,921.0
4,23,A1,36.1,4049-4063,2020-07-30,921.0
4,46,A1,35.6,4064-4078,2020-07-30,921.0
4,12,A1,33.0,4092-4108,2020-07-30,921.0
6,45,A1,39.0,6016-6022,2020-07-30,921.0
6,1,A1,45.2,6023-6035,2020-07-30,921.0
6,51,A1,36.9,6036-6064,2020-07-30,921.0
6,5,A1,39.4,6056-6061,2020-07-30,921.0
6,1,A1,40.9,6062-6081,2020-07-30,921.0
6,4,A1,45.4,6082-6091,2020-07-30,921.0
3,41,A1,36.4,3022-3043,2020-07-31,219.0
3,43,A1,35.5,3044-3075,2020-07-31,219.0
3,13,A1,39.0,3098-3112,2020-07-31,219.0
4,50,A1,36.3,4014-4021,2020-07-31,219.0
4,39,A1,114.9,4027-4048,2020-07-31,219.0
4,23,A1,34.3,4049-4063,2020-07-31,219.0
4,46,A1,40.6,4064-4078,2020-07-31,219.0
4,12,A1,38.9,4092-4108,2020-07-31,219.0
6,45,A1,33.4,6016-6022,2020-07-31,219.0
6,1,A1,40.6,6023-6035,2020-07-31,219.0
6,51,A1,37.9,6036-6064,2020-07-31,219.0
6,5,A1,38.0,6056-6061,2020-07-31,219.0
6,1,A1,44.4,6062-6081,2020-07-31,219.0
6,4,A1,43.2,6082-6091,2020-07-31,219.0
3,41,A1,69.6,3022-3043,2020-07-01,219.0
3,43,A1,30.5,3044-3075,2020-07-01,219.0
3,13,A1,32.6,3098-3112,2020-07-01,219.0
4,39,A1,85.2,4027-4048,2020-07-01,219.0
4,23,A1,38.0,4049-4063,2020-07-01,219.0
4,46,A1,36.9,4064-4078,2020-07-01,219.0
4,12,A1,36.1,4092-4108,2020-07-01,219.0
6,45,A1,34.0,6016-6022,2020-07-01,219.0
6,1,A1,43.9,6023-6035,2020-07-01,219.0
6,51,A1,31.7,6036-6064,2020-07-01,219.0
6,5,NAN,36.8,6056-6061,2020-07-01,219.0
6,1,A1,86.2,6062-6081,2020-07-01,219.0
6,4,A1,64.7,6082-6091,2020-07-01,219.0
3,41,A1,71.5,3022-3043,2020-08-01,921.0
3,43,A1,36.8,3044-3075,2020-08-01,921.0
3,13,A1,37.3,3098-3112,2020-08-01,921.0
4,39,A1,93.8,4027-4048,2020-08-01,921.0
4,23,A1,38.5,4049-4063,2020-08-01,921.0
4,46,A1,29.5,4064-4078,2020-08-01,921.0
4,12,A1,36.1,4092-4108,2020-08-01,921.0
6,45,A1,33.5,6016-6022,2020-08-01,921.0
6,1,A1,50.6,6023-6035,2020-08-01,921.0
6,51,A1,31.1,6036-6064,2020-08-01,921.0
6,5,A1,33.7,6056-6061,2020-08-01,921.0
6,1,A1,69.0,6062-6081,2020-08-01,921.0
6,4,A1,63.3,6082-6091,2020-08-01,921.0
3,41,A1,88.7,3022-3043,2020-08-02,219.0
3,43,A1,34.9,3044-3075,2020-08-02,219.0
3,13,A1,37.0,3098-3112,2020-08-02,219.0
4,39,A1,49.9,4027-4048,2020-08-02,219.0
4,23,A1,35.9,4049-4063,2020-08-02,219.0
4,46,A1,36.6,4064-4078,2020-08-02,219.0
4,12,A1,36.3,4092-4108,2020-08-02,219.0
6,45,A1,34.1,6016-6022,2020-08-02,219.0
6,1,A1,48.5,6023-6035,2020-08-02,219.0
6,51,A1,31.0,6036-6064,2020-08-02,219.0
6,5,A1,34.4,6056-6061,2020-08-02,219.0
6,1,A1,214.0,6062-6081,2020-08-02,219.0
6,4,A1,69.4,6082-6091,2020-08-02,219.0
3,41,A1,268.0,3027-3044,2020-08-02,921.0
3,43,A1,41.0,3045-3075,2020-08-02,921.0
3,13,A1,37.4,3109-3120,2020-08-02,921.0
4,39,A1,53.1,4025-4047,2020-08-02,921.0
4,23,A1,36.8,4048-4052,2020-08-02,921.0
4,46,A1,38.8,4057-4077,2020-08-02,921.0
4,12,A1,42.0,4091-4112,2020-08-02,921.0
6,45,A1,46.4,6017-6023,2020-08-02,921.0
6,1,A1,46.3,6024-6034,2020-08-02,921.0
6,51,A1,41.2,6036-6044,2020-08-02,921.0
6,10,A1,44.4,6045-6053,2020-08-02,921.0
6,5,A1,42.2,6057-6062,2020-08-02,921.0
6,1,A1,43.8,6063-6081,2020-08-02,921.0
6,4,A1,50.1,6082-6094,2020-08-02,921.0
3,41,A1,268.0,3027-3044,2020-08-03,
3,43,A1,32.7,3045-3075,2020-08-03,
4,39,A1,286.0,4025-4047,2020-08-03,
4,23,A1,36.3,4048-4052,2020-08-03,
4,46,A1,33.9,4057-4077,2020-08-03,
4,12,A1,32.8,4091-4112,2020-08-03,
6,45,A1,33.8,6017-6023,2020-08-03,
6,1,A1,55.3,6024-6034,2020-08-03,
6,51,A1,33.7,6036-6044,2020-08-03,
6,10,A1,35.0,6045-6053,2020-08-03,
6,5,A1,34.7,6057-6062,2020-08-03,
6,1,A1,52.9,6063-6081,2020-08-03,
6,4,A1,52.0,6082-6094,2020-08-03,
3,43,A1,36.9,3045-3075,2020-08-03,921.0
4,39,A1,255.0,4025-4047,2020-08-03,921.0
4,23,A1,38.9,4048-4052,2020-08-03,921.0
4,46,A1,35.7,4057-4077,2020-08-03,921.0
4,12,A1,37.6,4091-4112,2020-08-03,921.0
6,45,A1,43.2,6017-6023,2020-08-03,921.0
6,1,A1,44.1,6024-6034,2020-08-03,921.0
6,51,A1,36.5,6036-6044,2020-08-03,921.0
6,10,A1,37.3,6045-6053,2020-08-03,921.0
6,5,A1,37.9,6057-6062,2020-08-03,921.0
6,1,A1,37.1,6063-6081,2020-08-03,921.0
6,4,A1,49.2,6082-6094,2020-08-03,921.0
3,43,A1,32.5,3045-3075,2020-08-04,219.0
4,39,A1,211.0,4025-4047,2020-08-04,219.0
4,23,A1,35.6,4048-4052,2020-08-04,219.0
4,46,A1,36.8,4057-4077,2020-08-04,219.0
4,12,A1,35.7,4091-4112,2020-08-04,219.0
6,45,A1,32.9,6017-6023,2020-08-04,219.0
6,1,A1,55.9,6024-6034,2020-08-04,219.0
6,51,A1,33.8,6036-6044,2020-08-04,219.0
6,10,A1,35.3,6045-6053,2020-08-04,219.0
6,5,A1,35.7,6057-6062,2020-08-04,219.0
6,1,A1,62.8,6063-6081,2020-08-04,219.0
6,4,A1,283.0,6082-6094,2020-08-04,219.0
3,43,A1,41.0,3045-3075,2020-08-04,921.0
4,39,A1,46.1,4025-4047,2020-08-04,921.0
4,23,A1,38.1,4048-4052,2020-08-04,921.0
4,46,A1,35.7,4057-4077,2020-08-04,921.0
4,12,A1,40.8,4091-4112,2020-08-04,921.0
6,45,A1,40.9,6017-6023,2020-08-04,921.0
6,1,A1,43.3,6024-6034,2020-08-04,921.0
6,51,A1,38.2,6036-6044,2020-08-04,921.0
6,10,A1,40.5,6045-6053,2020-08-04,921.0
6,5,A1,39.5,6057-6062,2020-08-04,921.0
6,1,A1,261.0,6063-6081,2020-08-04,921.0
6,4,A1,204.5,6082-6094,2020-08-04,921.0
3,38,A1,35.6,3032-3036,2020-08-05,921.0
3,43,A1,42.8,3044-3075,2020-08-05,921.0
3,26,A1,36.0,3099-3103,2020-08-05,921.0
4,39,A1,140.8,4024-4048,2020-08-05,921.0
4,23,A1,40.2,4049-4051,2020-08-05,921.0
4,46,A1,39.8,4053-4077,2020-08-05,921.0
4,12,A1,41.6,4091-4114,2020-08-05,921.0
6,45,A1,38.5,6017-6023,2020-08-05,921.0
6,1,A1,41.4,6024-6034,2020-08-05,921.0
6,10,A1,37.4,6044-6054,2020-08-05,921.0
6,5,A1,37.1,6057-6062,2020-08-05,921.0
6,1,A1,48.3,6063-6081,2020-08-05,921.0
6,4,A1,46.8,6082-6094,2020-08-05,921.0
3,38,A1,31.9,3033-3036,2020-08-06,921.0
3,43,A1,35.2,3045-3075,2020-08-06,921.0
3,26,A1,36.5,3099-3103,2020-08-06,921.0
4,39,A1,176.0,4025-4047,2020-08-06,921.0
4,23,A1,37.6,4048-4052,2020-08-06,921.0
4,46,A1,42.5,4057-4077,2020-08-06,921.0
4,12,A1,39.0,4091-4112,2020-08-06,921.0
6,45,A1,39.3,6017-6023,2020-08-06,921.0
6,1,A1,44.1,6024-6034,2020-08-06,921.0
6,10,A1,35.1,6045-6053,2020-08-06,921.0
6,5,A1,35.2,6057-6062,2020-08-06,921.0
6,1,A1,273.0,6063-6081,2020-08-06,921.0
6,4,A1,79.0,6082-6094,2020-08-06,921.0
3,38,A1,35.0,3032-3036,2020-08-06,219.0
3,43,A1,37.1,3044-3075,2020-08-06,219.0
3,26,A1,38.6,3099-3103,2020-08-06,219.0
4,39,A1,147.4,4024-4048,2020-08-06,219.0
4,23,A1,40.0,4049-4051,2020-08-06,219.0
4,46,A1,36.5,4053-4077,2020-08-06,219.0
4,12,A1,35.5,4091-4114,2020-08-06,219.0
6,45,A1,34.2,6017-6023,2020-08-06,219.0
6,1,A1,47.1,6024-6034,2020-08-06,219.0
6,10,A1,37.0,6044-6054,2020-08-06,219.0
6,5,A1,36.3,6057-6062,2020-08-06,219.0
6,1,A1,47.1,6063-6081,2020-08-06,219.0
6,4,A1,11.0,6082-6094,2020-08-06,219.0
3,38,A1,30.4,3033-3036,2020-08-07,219.0
3,43,A1,30.4,3045-3075,2020-08-07,219.0
3,26,A1,32.1,3099-3103,2020-08-07,219.0
4,39,A1,63.1,4025-4047,2020-08-07,219.0
4,23,A1,39.2,4048-4052,2020-08-07,219.0
4,46,A1,36.2,4057-4077,2020-08-07,219.0
4,12,A1,36.5,4091-4112,2020-08-07,219.0
6,45,A1,37.4,6017-6023,2020-08-07,219.0
6,1,A1,44.1,6024-6034,2020-08-07,219.0
6,10,A1,30.7,6045-6053,2020-08-07,219.0
6,5,A1,34.5,6057-6062,2020-08-07,219.0
6,1,A1,80.8,6063-6081,2020-08-07,219.0
6,4,A1,70.7,6082-6094,2020-08-07,219.0
3,38,A1,33.0,3033-3036,2020-08-07,921.0
3,43,A1,30.9,3045-3075,2020-08-07,921.0
3,26,A1,304.0,3099-3103,2020-08-07,921.0
4,39,A1,58.3,4025-4047,2020-08-07,921.0
4,23,A1,38.2,4048-4052,2020-08-07,921.0
4,46,A1,374.0,4057-4077,2020-08-07,921.0
4,12,A1,38.7,4091-4112,2020-08-07,921.0
6,45,A1,45.1,6017-6023,2020-08-07,921.0
6,1,A1,43.8,6024-6034,2020-08-07,921.0
6,10,A1,35.0,6045-6053,2020-08-07,921.0
6,5,A1,39.1,6057-6062,2020-08-07,921.0
6,1,A1,81.1,6063-6081,2020-08-07,921.0
6,4,A1,68.7,6082-6094,2020-08-07,921.0
3,38,A1,31.4,3033-3036,2020-08-08,219.0
3,26,A1,27.0,3099-3117,2020-08-08,219.0
4,39,A1,50.0,4025-4047,2020-08-08,219.0
4,23,A1,39.3,4048-4052,2020-08-08,219.0
4,46,A1,36.0,4057-4077,2020-08-08,219.0
4,12,A1,37.5,4091-4116,2020-08-08,219.0
6,45,A1,32.2,6017-6023,2020-08-08,219.0
6,1,A1,32.6,6024-6034,2020-08-08,219.0
6,10,A1,34.2,6045-6053,2020-08-08,219.0
6,5,A1,38.3,6057-6062,2020-08-08,219.0
6,1,A1,75.0,6063-6081,2020-08-08,219.0
6,4,A1,77.9,6082-6094,2020-08-08,219.0
3,38,A1,40.4,3033-3043,2020-08-08,921.0
3,26,A1,36.9,3100-3120,2020-08-08,921.0
4,39,A1,54.6,4023-4047,2020-08-08,921.0
4,23,A1,36.4,4048-4052,2020-08-08,921.0
4,46,A1,40.3,4065-4077,2020-08-08,921.0
4,12,A1,40.3,4091-4115,2020-08-08,921.0
6,45,A1,39.8,6017-6023,2020-08-08,921.0
6,1,A1,41.8,6030-6034,2020-08-08,921.0
6,10,A1,35.4,6045-6054,2020-08-08,921.0
6,5,A1,36.0,6057-6062,2020-08-08,921.0
6,1,A1,51.5,6063-6081,2020-08-08,921.0
6,4,A1,42.0,6082-6094,2020-08-08,921.0
3,38,A1,34.7,3033-3043,2020-08-09,
3,26,A1,34.7,3100-3120,2020-08-09,
4,39,A1,296.0,4023-4047,2020-08-09,
4,23,A1,35.3,4048-4052,2020-08-09,
4,46,A1,34.6,4065-4077,2020-08-09,
4,12,A1,34.1,4091-4115,2020-08-09,
6,45,A1,34.0,6017-6023,2020-08-09,
6,1,A1,48.6,6030-6034,2020-08-09,
6,10,A1,34.8,6045-6054,2020-08-09,
6,5,A1,34.4,6057-6062,2020-08-09,
6,1,A1,47.7,6063-6081,2020-08-09,
6,4,A1,50.0,6082-6094,2020-08-09,
3,38,A1,41.0,3033-3043,2020-08-09,921.0
3,26,A1,45.7,3100-3120,2020-08-09,921.0
4,39,A1,44.0,4023-4047,2020-08-09,921.0
4,23,A1,33.0,4048-4052,2020-08-09,921.0
4,46,A1,54.0,4065-4077,2020-08-09,921.0
4,12,A1,34.6,4091-4115,2020-08-09,921.0
6,45,A1,43.5,6017-6023,2020-08-09,921.0
6,1,A1,44.5,6030-6034,2020-08-09,921.0
6,10,A1,43.3,6045-6054,2020-08-09,921.0
6,5,A1,47.4,6057-6062,2020-08-09,921.0
6,1,A1,297.0,6063-6081,2020-08-09,921.0
6,4,A1,42.6,•   6082-6094,2020-08-09,921.0
3,38,A1,37.1,3033-3043,2020-08-10,219.0
3,26,A1,37.7,3100-3120,2020-08-10,219.0
4,39,A1,51.7,4023-4047,2020-08-10,219.0
4,23,A1,34.9,4048-4052,2020-08-10,219.0
4,46,A1,33.3,4065-4077,2020-08-10,219.0
4,12,A1,34.8,4091-4115,2020-08-10,219.0
6,45,A1,37.8,6017-6023,2020-08-10,219.0
6,1,A1,49.3,6030-6034,2020-08-10,219.0
6,10,A1,37.3,6045-6054,2020-08-10,219.0
6,5,A1,39.0,6057-6062,2020-08-10,219.0
6,1,A1,47.3,6063-6081,2020-08-10,219.0
6,4,A1,44.8,6082-6094,2020-08-10,219.0
3,38,A1,39.0,3033-3043,2020-08-10,921.0
3,26,A1,35.8,3100-3120,2020-08-10,921.0
4,39,A1,45.3,4023-4047,2020-08-10,921.0
4,23,A1,37.2,4048-4052,2020-08-10,921.0
4,46,A1,37.3,4065-4077,2020-08-10,921.0
4,12,A1,36.0,4091-4115,2020-08-10,921.0
6,45,A1,38.7,6017-6023,2020-08-10,921.0
6,1,A1,45.1,6030-6034,2020-08-10,921.0
6,10,A1,40.0,6045-6054,2020-08-10,921.0
6,5,A1,39.8,6057-6062,2020-08-10,921.0
6,1,A1,160.1,6063-6081,2020-08-10,921.0
6,4,A1,143.4,6082-6094,2020-08-10,921.0
3,38,A1,33.9,3031-3044,2020-08-11,219.0
3,33,A1,32.9,3080-3086,2020-08-11,219.0
3,26,A1,35.2,3095-3120,2020-08-11,219.0
4,39,A1,46.7,4023-4047,2020-08-11,219.0
4,23,A1,33.8,4048-4053,2020-08-11,219.0
4,46,A1,37.8,4055-4077,2020-08-11,219.0
4,12,A1,38.3,4091-4115,2020-08-11,219.0
6,45,A1,35.7,6017-6023,2020-08-11,219.0
6,1,A1,40.2,6030-6034,2020-08-11,219.0
6,10,A1,34.8,6045-6054,2020-08-11,219.0
6,5,A1,35.2,6057-6062,2020-08-11,219.0
6,1,A1,46.9,6063-6081,2020-08-11,219.0
6,4,A1,47.2,6082-6094,2020-08-11,219.0
3,38,A1,38.6,3031-3044,2020-08-11,921.0
3,33,A1,37.1,3080-3086,2020-08-11,921.0
3,26,A1,35.0,3095-3120,2020-08-11,921.0
4,39,A1,95.1,4023-4047,2020-08-11,921.0
4,23,A1,35.4,4048-4053,2020-08-11,921.0
4,46,A1,35.3,4055-4077,2020-08-11,921.0
4,12,A1,36.3,4091-4115,2020-08-11,921.0
6,45,A1,37.9,6017-6023,2020-08-11,921.0
6,1,A1,40.7,6030-6034,2020-08-11,921.0
6,10,A1,37.9,6045-6054,2020-08-11,921.0
6,5,A1,39.5,6057-6062,2020-08-11,921.0
6,1,A1,46.0,6063-6081,2020-08-11,921.0
6,4,A1,43.5,6082-6094,2020-08-11,921.0
3,38,A1,33.5,3031-3044,2020-08-12,219.0
3,33,A1,35.7,3080-3086,2020-08-12,219.0
3,26,A1,31.6,3095-3120,2020-08-12,219.0
4,39,A1,47.2,4023-4047,2020-08-12,219.0
4,23,A1,34.7,4048-4053,2020-08-12,219.0
4,46,A1,34.9,4055-4077,2020-08-12,219.0
4,12,A1,34.8,4091-4115,2020-08-12,219.0
6,45,A1,36.8,6017-6023,2020-08-12,219.0
6,1,A1,39.0,6030-6034,2020-08-12,219.0
6,10,A1,34.6,6045-6054,2020-08-12,219.0
6,5,A1,35.6,6057-6062,2020-08-12,219.0
6,1,A1,127.4,6063-6081,2020-08-12,219.0
6,4,A1,48.4,6082-6094,2020-08-12,219.0
3,38,A1,39.6,3031-3044,2020-08-12,921.0
3,33,A1,35.5,3080-3086,2020-08-12,921.0
3,26,A1,32.2,3102-3120,2020-08-12,921.0
4,39,A1,118.7,4023-4047,2020-08-12,921.0
4,23,A1,41.8,4048-4053,2020-08-12,921.0
4,46,A1,34.9,4055-4077,2020-08-12,921.0
4,12,A1,38.6,4091-4115,2020-08-12,921.0
6,45,A1,38.8,6017-6023,2020-08-12,921.0
6,1,A1,40.7,6030-6040,2020-08-12,921.0
6,10,A1,38.3,6045-6054,2020-08-12,921.0
6,5,A1,37.4,6055-6062,2020-08-12,921.0
6,1,A1,76.8,6063-6081,2020-08-12,921.0
6,4,A1,213.0,6082-6094,2020-08-12,921.0
3,38,A1,31.8,3031-3044,2020-08-13,219.0
3,33,A1,32.3,3080-3086,2020-08-13,219.0
3,26,A1,38.3,3102-3120,2020-08-13,219.0
4,39,A1,72.3,4023-4047,2020-08-13,219.0
4,23,A1,36.1,4048-4053,2020-08-13,219.0
4,46,A1,36.1,4055-4077,2020-08-13,219.0
4,12,A1,33.5,4091-4115,2020-08-13,219.0
6,45,A1,30.8,6017-6023,2020-08-13,219.0
6,1,A1,34.6,6030-6040,2020-08-13,219.0
6,10,A1,30.5,6045-6054,2020-08-13,219.0
6,5,A1,30.4,6055-6062,2020-08-13,219.0
6,1,A1,66.8,6063-6081,2020-08-13,219.0
6,4,A1,64.7,6082-6094,2020-08-13,219.0
3,38,A1,34.9,3031-3044,2020-08-13,921.0
3,33,A1,41.8,3080-3086,2020-08-13,921.0
3,26,A1,33.8,3102-3120,2020-08-13,921.0
4,39,A1,56.6,4023-4047,2020-08-13,921.0
4,23,A1,41.8,4048-4053,2020-08-13,921.0
4,46,A1,36.1,4055-4077,2020-08-13,921.0
4,12,A1,45.8,4091-4115,2020-08-13,921.0
6,45,A1,41.7,6017-6023,2020-08-13,921.0
6,1,A1,35.7,6030-6040,2020-08-13,921.0
6,10,A1,36.1,6045-6054,2020-08-13,921.0
6,5,A1,34.5,6055-6062,2020-08-13,921.0
6,1,A1,74.7,6063-6081,2020-08-13,921.0
6,4,A1,79.8,6082-6094,2020-08-13,921.0
3,38,A1,32.1,3031-3044,2020-08-14,219.0
3,33,A1,31.7,3080-3086,2020-08-14,219.0
3,26,A1,30.4,3102-3120,2020-08-14,219.0
4,39,A1,65.0,4023-4047,2020-08-14,219.0
4,23,A1,37.2,4048-4053,2020-08-14,219.0
4,46,A1,33.9,4055-4077,2020-08-14,219.0
4,12,A1,62.9,4091-4115,2020-08-14,219.0
6,45,A1,36.8,6017-6023,2020-08-14,219.0
6,1,A1,31.1,6030-6040,2020-08-14,219.0
6,10,A1,32.1,6045-6054,2020-08-14,219.0
6,5,A1,33.0,6055-6062,2020-08-14,219.0
6,1,A1,81.6,6063-6081,2020-08-14,219.0
6,4,A1,76.8,6082-6094,2020-08-14,219.0
3,38,A1,36.5,3031-3044,2020-08-14,921.0
3,33,A1,38.1,3080-3086,2020-08-14,921.0
3,26,A1,37.2,3111-3120,2020-08-14,921.0
4,39,A1,287.0,4019-4047,2020-08-14,921.0
4,23,A1,40.0,4048-4054,2020-08-14,921.0
4,46,A1,34.8,4057-4078,2020-08-14,921.0
4,12,A1,39.5,4090-4117,2020-08-14,921.0
6,45,A1,39.4,6016-6021,2020-08-14,921.0
6,1,A1,38.4,6023-6045,2020-08-14,921.0
6,10,A1,36.5,6046-6054,2020-08-14,921.0
6,5,A1,35.6,6055-6062,2020-08-14,921.0
6,1,A1,39.4,6063-6082,2020-08-14,921.0
6,4,A1,42.6,6083-6094,2020-08-14,921.0
3,38,A1,34.0,3031-3044,2020-08-15,219.0
3,33,A1,36.2,3080-3086,2020-08-15,219.0
3,26,A1,35.6,3111-3120,2020-08-15,219.0
